update,steps,avg_return,win_rate,value_loss
271,2048,-0.2741771340370178,1.0,0.004921151325106621
272,4096,-0.25965064764022827,1.0,0.004988098982721567
273,6144,-0.2546173930168152,0.8333333333333334,0.0037637262139469385
274,8192,-0.24818456172943115,0.775,0.006370998919010162
275,10240,-0.26129281520843506,0.77,0.004925305023789406
276,12288,-0.2503146529197693,0.5,0.0045229531824588776
277,14336,-0.2682744562625885,0.625,0.0043480778113007545
278,16384,-0.2600247263908386,0.4166666666666667,0.0046030450612306595
279,18432,-0.25392937660217285,0.4375,0.018045812845230103
280,20480,-0.24623511731624603,0.5,0.01730782352387905
281,22528,-0.24601340293884277,0.5333333333333333,0.018525321036577225
282,24576,-0.22607596218585968,0.5033333333333333,0.004869939759373665
283,26624,-0.21026256680488586,0.7033333333333334,0.004420729819685221
284,28672,-0.22296425700187683,1.0,0.004175518173724413
285,30720,-0.21820978820323944,0.75,0.016733385622501373
286,32768,-0.20460335910320282,0.7000000000000001,0.02026261016726494
287,34816,-0.21335089206695557,0.6083333333333333,0.003509785979986191
288,36864,-0.23260727524757385,0.48666666666666664,0.004647062625735998
289,38912,-0.23535549640655518,0.33666666666666667,0.006267019081860781
290,40960,-0.24381068348884583,0.2866666666666667,0.02132509835064411
291,43008,-0.26025134325027466,0.31666666666666665,0.030117250978946686
292,45056,-0.25725653767585754,0.25,0.004810236394405365
293,47104,-0.24672812223434448,0.35,0.0039359768852591515
294,49152,-0.24640154838562012,0.45,0.004291183780878782
295,51200,-0.24123616516590118,0.6,0.0167129747569561
296,53248,-0.24685829877853394,0.6,0.017554020509123802
297,55296,-0.21899162232875824,0.75,0.016909070312976837
298,57344,-0.21603211760520935,0.5,0.0046783206053078175
299,59392,-0.23400485515594482,0.625,0.017669251188635826
300,61440,-0.23440635204315186,0.5833333333333334,0.017126411199569702
301,63488,-0.25287434458732605,0.625,0.004449363797903061
302,65536,-0.24535086750984192,0.65,0.003991931211203337
303,67584,-0.256857693195343,1.0,0.01659875176846981
304,69632,-0.25999438762664795,0.875,0.031124766916036606
305,71680,-0.24619245529174805,0.9166666666666666,0.00357950571924448
306,73728,-0.26205676794052124,0.8541666666666666,0.017670003697276115
307,75776,-0.25568079948425293,0.7333333333333333,0.004619284067302942
308,77824,-0.2605903148651123,0.8,0.006453212350606918
309,79872,-0.27536740899086,0.9,0.004261527210474014
310,81920,-0.2746661901473999,0.7333333333333334,0.008085750043392181
311,83968,-0.2613675594329834,0.675,0.0043864864856004715
312,86016,-0.24394069612026215,0.7,0.017273081466555595
313,88064,-0.23819378018379211,0.6666666666666666,0.005231313407421112
314,90112,-0.23877885937690735,0.7333333333333334,0.017976246774196625
315,92160,-0.2560737729072571,0.7388888888888889,0.004289267584681511
316,94208,-0.2434554100036621,0.8041666666666667,0.004274706356227398
317,96256,-0.22920456528663635,0.8433333333333334,0.018540721386671066
318,98304,-0.25995779037475586,0.5,0.0038956329226493835
319,100352,-0.2542997896671295,0.75,0.01814834401011467
320,102400,-0.267808198928833,0.6666666666666666,0.016674857586622238
321,104448,-0.24335666000843048,0.75,0.01728101819753647
322,106496,-0.23221828043460846,0.75,0.004588702227920294
323,108544,-0.25031164288520813,1.0,0.016841255128383636
324,110592,-0.2519317865371704,0.75,0.016209261491894722
325,112640,-0.24623888731002808,0.8333333333333334,0.01711595617234707
326,114688,-0.22991976141929626,0.875,0.004053186159580946
